Description,InvoiceMonth,TotalPrice,Year,Month,prev_month_sales,rolling_3m_avg,sales_delta,is_holiday_month
LUNCH BAG WOODLAND,2011-01-01,861.3,2011,1,1027.55,998.0499999999998,-136.7499999999999,1
LUNCH BAG WOODLAND,2011-02-01,671.35,2011,2,861.3,853.4,-182.04999999999995,0
LUNCH BAG WOODLAND,2011-03-01,1485.65,2011,3,671.35,1006.1,479.55000000000007,0
LUNCH BAG WOODLAND,2011-04-01,877.6,2011,4,1485.65,1011.5333333333333,-133.93333333333328,1
LUNCH BAG WOODLAND,2011-05-01,1995.3,2011,5,877.6,1452.8500000000001,542.4499999999998,1
LUNCH BAG WOODLAND,2011-06-01,1296.3,2011,6,1995.3,1389.7333333333333,-93.4333333333334,0
LUNCH BAG WOODLAND,2011-07-01,1539.05,2011,7,1296.3,1610.2166666666665,-71.16666666666652,0
LUNCH BAG WOODLAND,2011-08-01,1644.45,2011,8,1539.05,1493.2666666666667,151.1833333333334,0
LUNCH BAG WOODLAND,2011-09-01,1315.48,2011,9,1644.45,1499.6599999999999,-184.17999999999984,0
LUNCH BAG WOODLAND,2011-10-01,782.93,2011,10,1315.48,1247.6200000000001,-464.69000000000017,0
LUNCH BAG WOODLAND,2011-11-01,1022.0,2011,11,782.93,1040.1366666666665,-18.136666666666542,0
LUNCH BAG WOODLAND,2011-12-01,280.5,2011,12,1022.0,695.1433333333333,-414.6433333333333,1
LUNCH BOX I LOVE LONDON,2010-08-01,1075.65,2010,8,1448.7,1262.1750000000002,-186.5250000000001,0
LUNCH BOX I LOVE LONDON,2010-09-01,1389.15,2010,9,1075.65,1304.5000000000002,84.64999999999986,0
LUNCH BOX I LOVE LONDON,2010-10-01,1479.15,2010,10,1389.15,1314.65,164.5,0
LUNCH BOX I LOVE LONDON,2010-11-01,1897.65,2010,11,1479.15,1588.6500000000003,308.9999999999998,0
LUNCH BOX I LOVE LONDON,2010-12-01,3966.9,2010,12,1897.65,2447.9,1519.0,1
LUNCH BOX I LOVE LONDON,2011-01-01,1020.9,2011,1,3966.9,2295.15,-1274.25,1
LUNCH BOX I LOVE LONDON,2011-02-01,1342.05,2011,2,1020.9,2109.9500000000003,-767.9000000000003,0
LUNCH BOX I LOVE LONDON,2011-03-01,3032.85,2011,3,1342.05,1798.5999999999997,1234.2500000000002,0
LUNCH BOX I LOVE LONDON,2011-04-01,547.95,2011,4,3032.85,1640.9499999999998,-1092.9999999999998,1
LUNCH BOX I LOVE LONDON,2011-05-01,2555.6,2011,5,547.95,2045.4666666666665,510.13333333333344,1
LUNCH BOX I LOVE LONDON,2011-06-01,645.3,2011,6,2555.6,1249.6166666666668,-604.3166666666668,0
LUNCH BOX I LOVE LONDON,2011-07-01,2031.15,2011,7,645.3,1744.0166666666664,287.13333333333367,0
LUNCH BOX I LOVE LONDON,2011-08-01,1067.7,2011,8,2031.15,1248.05,-180.3499999999999,0
LUNCH BOX I LOVE LONDON,2011-09-01,1778.93,2011,9,1067.7,1625.926666666667,153.0033333333331,0
LUNCH BOX I LOVE LONDON,2011-10-01,1141.05,2011,10,1778.93,1329.2266666666667,-188.17666666666673,0
LUNCH BOX I LOVE LONDON,2011-11-01,1547.93,2011,11,1141.05,1489.3033333333333,58.62666666666678,0
LUNCH BOX I LOVE LONDON,2011-12-01,151.21,2011,12,1547.93,946.73,-795.52,1
LUNCH BOX WITH CUTLERY RETROSPOT,2010-04-01,279.45,2010,4,5.1,142.275,137.17499999999998,1
LUNCH BOX WITH CUTLERY RETROSPOT,2010-05-01,655.05,2010,5,279.45,313.2,341.84999999999997,1
LUNCH BOX WITH CUTLERY RETROSPOT,2010-06-01,857.85,2010,6,655.05,597.4499999999999,260.4000000000001,0
LUNCH BOX WITH CUTLERY RETROSPOT,2010-07-01,705.9,2010,7,857.85,739.6,-33.700000000000045,0
LUNCH BOX WITH CUTLERY RETROSPOT,2010-08-01,954.3,2010,8,705.9,839.35,114.94999999999993,0
LUNCH BOX WITH CUTLERY RETROSPOT,2010-09-01,1238.4,2010,9,954.3,966.1999999999999,272.20000000000016,0
LUNCH BOX WITH CUTLERY RETROSPOT,2010-10-01,446.25,2010,10,1238.4,879.65,-433.4,0
LUNCH BOX WITH CUTLERY RETROSPOT,2010-11-01,834.45,2010,11,446.25,839.7000000000002,-5.250000000000114,0
LUNCH BOX WITH CUTLERY RETROSPOT,2010-12-01,572.25,2010,12,834.45,617.65,-45.39999999999998,1
LUNCH BOX WITH CUTLERY RETROSPOT,2011-01-01,390.15,2011,1,572.25,598.9499999999999,-208.79999999999995,1
LUNCH BOX WITH CUTLERY RETROSPOT,2011-02-01,663.6,2011,2,390.15,542.0,121.60000000000002,0
LUNCH BOX WITH CUTLERY RETROSPOT,2011-03-01,663.6,2011,3,663.6,572.4499999999999,91.15000000000009,0
LUNCH BOX WITH CUTLERY RETROSPOT,2011-04-01,321.3,2011,4,663.6,549.5,-228.2,1
LUNCH BOX WITH CUTLERY RETROSPOT,2011-05-01,968.1,2011,5,321.3,651.0,317.1,1
LUNCH BOX WITH CUTLERY RETROSPOT,2011-06-01,613.05,2011,6,968.1,634.15,-21.100000000000023,0
LUNCH BOX WITH CUTLERY RETROSPOT,2011-07-01,226.95,2011,7,613.05,602.7,-375.75000000000006,0
LUNCH BOX WITH CUTLERY RETROSPOT,2011-08-01,514.65,2011,8,226.95,451.55,63.099999999999966,0
LUNCH BOX WITH CUTLERY RETROSPOT,2011-09-01,849.61,2011,9,514.65,530.4033333333333,319.2066666666667,0
LUNCH BOX WITH CUTLERY RETROSPOT,2011-10-01,676.07,2011,10,849.61,680.11,-4.039999999999964,0
LUNCH BOX WITH CUTLERY RETROSPOT,2011-11-01,386.1,2011,11,676.07,637.2600000000001,-251.16000000000008,0
LUNCH BOX WITH CUTLERY RETROSPOT,2011-12-01,53.41,2011,12,386.1,371.86000000000007,-318.45000000000005,1
MA CAMPAGNE CUTLERY BOX,2010-01-01,299.0,2010,1,401.0,350.0,-51.0,1
MA CAMPAGNE CUTLERY BOX,2010-02-01,901.35,2010,2,299.0,533.7833333333333,367.5666666666667,0
MA CAMPAGNE CUTLERY BOX,2010-03-01,1200.35,2010,3,901.35,800.2333333333332,400.1166666666667,0
MA CAMPAGNE CUTLERY BOX,2010-04-01,403.65,2010,4,1200.35,835.1166666666667,-431.4666666666667,1
MA CAMPAGNE CUTLERY BOX,2010-05-01,458.15,2010,5,403.65,687.3833333333333,-229.23333333333335,1
MA CAMPAGNE CUTLERY BOX,2010-06-01,523.25,2010,6,458.15,461.68333333333334,61.56666666666666,0
MA CAMPAGNE CUTLERY BOX,2010-07-01,595.8,2010,7,523.25,525.7333333333332,70.06666666666672,0
MA CAMPAGNE CUTLERY BOX,2010-08-01,328.9,2010,8,595.8,482.6499999999999,-153.74999999999994,0
MA CAMPAGNE CUTLERY BOX,2010-09-01,254.15,2010,9,328.9,392.95,-138.79999999999998,0
MA CAMPAGNE CUTLERY BOX,2010-10-01,670.1,2010,10,254.15,417.7166666666667,252.38333333333333,0
MA CAMPAGNE CUTLERY BOX,2010-11-01,710.55,2010,11,670.1,544.9333333333333,165.61666666666667,0
MA CAMPAGNE CUTLERY BOX,2010-12-01,428.25,2010,12,710.55,602.9666666666667,-174.7166666666667,1
MA CAMPAGNE CUTLERY BOX,2011-01-01,328.9,2011,1,428.25,489.2333333333333,-160.33333333333331,1
MA CAMPAGNE CUTLERY BOX,2011-02-01,284.05,2011,2,328.9,347.06666666666666,-63.01666666666665,0
MA CAMPAGNE CUTLERY BOX,2011-03-01,194.35,2011,3,284.05,269.1,-74.75000000000003,0
MA CAMPAGNE CUTLERY BOX,2011-04-01,253.7,2011,4,194.35,244.0333333333333,9.666666666666686,1
MA CAMPAGNE CUTLERY BOX,2011-05-01,224.25,2011,5,253.7,224.1,0.15000000000000568,1
MA CAMPAGNE CUTLERY BOX,2011-06-01,373.75,2011,6,224.25,283.90000000000003,89.84999999999997,0
MA CAMPAGNE CUTLERY BOX,2011-07-01,14.95,2011,7,373.75,204.3166666666667,-189.3666666666667,0
MAGIC DRAWING SLATE SPACEBOY,2010-04-01,833.46,2010,4,43.26,438.36,395.1,1
MAGIC DRAWING SLATE SPACEBOY,2010-05-01,334.56,2010,5,833.46,403.76,-69.19999999999999,1
MAGIC DRAWING SLATE SPACEBOY,2010-06-01,362.28,2010,6,334.56,510.09999999999997,-147.82,0
MAGIC DRAWING SLATE SPACEBOY,2010-07-01,254.52,2010,7,362.28,317.11999999999995,-62.59999999999994,0
MAGIC DRAWING SLATE SPACEBOY,2010-08-01,307.68,2010,8,254.52,308.16,-0.4800000000000182,0
MAGIC DRAWING SLATE SPACEBOY,2010-09-01,291.3,2010,9,307.68,284.5,6.800000000000011,0
MAGIC DRAWING SLATE SPACEBOY,2010-10-01,293.16,2010,10,291.3,297.38000000000005,-4.220000000000027,0
MAGIC DRAWING SLATE SPACEBOY,2010-11-01,378.84,2010,11,293.16,321.09999999999997,57.74000000000001,0
MAGIC DRAWING SLATE SPACEBOY,2010-12-01,231.36,2010,12,378.84,301.12,-69.75999999999999,1
MAGIC DRAWING SLATE SPACEBOY,2011-01-01,72.96,2011,1,231.36,227.72000000000003,-154.76000000000005,1
MAGIC DRAWING SLATE SPACEBOY,2011-02-01,27.3,2011,2,72.96,110.54,-83.24000000000001,0
MAGIC DRAWING SLATE SPACEBOY,2011-03-01,89.46,2011,3,27.3,63.23999999999999,26.220000000000006,0
MAGIC DRAWING SLATE SPACEBOY,2011-04-01,282.54,2011,4,89.46,133.1,149.44000000000003,1
MAGIC DRAWING SLATE SPACEBOY,2011-05-01,107.94,2011,5,282.54,159.98,-52.03999999999999,1
MAGIC DRAWING SLATE SPACEBOY,2011-06-01,183.6,2011,6,107.94,191.36,-7.760000000000019,0
MAGIC DRAWING SLATE SPACEBOY,2011-07-01,55.44,2011,7,183.6,115.65999999999998,-60.219999999999985,0
MAGIC DRAWING SLATE SPACEBOY,2011-08-01,67.62,2011,8,55.44,102.21999999999998,-34.59999999999998,0
MAGIC DRAWING SLATE SPACEBOY,2011-09-01,229.98,2011,9,67.62,117.67999999999999,112.3,0
MAGIC DRAWING SLATE SPACEBOY,2011-10-01,224.1,2011,10,229.98,173.9,50.19999999999999,0
MAGIC DRAWING SLATE SPACEBOY,2011-11-01,212.94,2011,11,224.1,222.34,-9.400000000000006,0
MAGIC DRAWING SLATE SPACEBOY,2011-12-01,46.62,2011,12,212.94,161.22,-114.6,1
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2010-04-01,1293.86,2010,4,336.17,815.015,478.8449999999999,1
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2010-05-01,207.72,2010,5,1293.86,612.5833333333334,-404.86333333333334,1
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2010-06-01,181.25,2010,6,207.72,560.9433333333333,-379.69333333333327,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2010-07-01,172.5,2010,7,181.25,187.15666666666667,-14.656666666666666,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2010-08-01,191.98,2010,8,172.5,181.91,10.069999999999993,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2010-09-01,474.48,2010,9,191.98,279.65333333333336,194.82666666666665,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2010-10-01,130.0,2010,10,474.48,265.4866666666667,-135.48666666666668,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2010-11-01,366.98,2010,11,130.0,323.82,43.160000000000025,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2010-12-01,143.75,2010,12,366.98,213.57666666666668,-69.82666666666668,1
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-01-01,290.21,2011,1,143.75,266.98,23.22999999999996,1
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-02-01,80.0,2011,2,290.21,171.32000000000002,-91.32000000000002,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-03-01,220.73,2011,3,80.0,196.98,23.75,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-04-01,71.25,2011,4,220.73,123.99333333333334,-52.74333333333334,1
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-05-01,225.73,2011,5,71.25,172.57000000000002,53.15999999999997,1
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-06-01,22.5,2011,6,225.73,106.49333333333334,-83.99333333333334,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-07-01,65.0,2011,7,22.5,104.41000000000001,-39.41000000000001,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-08-01,133.23,2011,8,65.0,73.57666666666667,59.65333333333332,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-09-01,35.0,2011,9,133.23,77.74333333333333,-42.743333333333325,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-10-01,47.5,2011,10,35.0,71.91,-24.409999999999997,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-11-01,5.0,2011,11,47.5,29.166666666666668,-24.166666666666668,0
MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-12-01,30.0,2011,12,5.0,27.5,2.5,1
MAN FLU METAL SIGN,2010-01-01,130.2,2010,1,713.4,421.79999999999995,-291.59999999999997,1
MAN FLU METAL SIGN,2010-02-01,744.9,2010,2,130.2,529.5,215.39999999999998,0
MAN FLU METAL SIGN,2010-03-01,1087.8,2010,3,744.9,654.3,433.5,0
MAN FLU METAL SIGN,2010-04-01,280.5,2010,4,1087.8,704.4,-423.9,1
MAN FLU METAL SIGN,2010-05-01,186.0,2010,5,280.5,518.1,-332.1,1
MAN FLU METAL SIGN,2010-06-01,82.5,2010,6,186.0,183.0,-100.5,0
MAN FLU METAL SIGN,2010-07-01,182.7,2010,7,82.5,150.4,32.29999999999998,0
MAN FLU METAL SIGN,2010-08-01,159.6,2010,8,182.7,141.6,18.0,0
MAN FLU METAL SIGN,2010-09-01,176.4,2010,9,159.6,172.89999999999998,3.5000000000000284,0
MAN FLU METAL SIGN,2010-10-01,303.9,2010,10,176.4,213.29999999999998,90.6,0
MAN FLU METAL SIGN,2010-11-01,180.6,2010,11,303.9,220.29999999999998,-39.69999999999999,0
MAN FLU METAL SIGN,2010-12-01,216.9,2010,12,180.6,233.79999999999998,-16.899999999999977,1
MAN FLU METAL SIGN,2011-01-01,117.0,2011,1,216.9,171.5,-54.5,1
MAN FLU METAL SIGN,2011-02-01,160.2,2011,2,117.0,164.7,-4.5,0
MAN FLU METAL SIGN,2011-03-01,309.3,2011,3,160.2,195.5,113.80000000000001,0
MAN FLU METAL SIGN,2011-04-01,88.2,2011,4,309.3,185.9,-97.7,1
MAN FLU METAL SIGN,2011-05-01,138.6,2011,5,88.2,178.70000000000002,-40.10000000000002,1
MAN FLU METAL SIGN,2011-06-01,344.1,2011,6,138.6,190.30000000000004,153.79999999999998,0
MAN FLU METAL SIGN,2011-07-01,216.3,2011,7,344.1,233.0,-16.69999999999999,0
MAN FLU METAL SIGN,2011-08-01,140.7,2011,8,216.3,233.70000000000005,-93.00000000000006,0
MAN FLU METAL SIGN,2011-09-01,198.18,2011,9,140.7,185.06000000000003,13.119999999999976,0
MAN FLU METAL SIGN,2011-10-01,118.51,2011,10,198.18,152.46333333333334,-33.95333333333333,0
MAN FLU METAL SIGN,2011-11-01,228.27,2011,11,118.51,181.65333333333334,46.616666666666674,0
MAN FLU METAL SIGN,2011-12-01,124.22,2011,12,228.27,157.0,-32.78,1
MEDIUM CERAMIC TOP STORAGE JAR,2011-05-01,869.04,2011,5,77183.6,39026.32,-38157.28,1
MEDIUM CERAMIC TOP STORAGE JAR,2011-06-01,458.51,2011,6,869.04,26170.38333333333,-25711.873333333333,0
MEDIUM CERAMIC TOP STORAGE JAR,2011-07-01,826.94,2011,7,458.51,718.1633333333333,108.77666666666676,0
MEDIUM CERAMIC TOP STORAGE JAR,2011-08-01,486.09,2011,8,826.94,590.5133333333333,-104.42333333333335,0
MEDIUM CERAMIC TOP STORAGE JAR,2011-09-01,397.26,2011,9,486.09,570.0966666666667,-172.8366666666667,0
MEDIUM CERAMIC TOP STORAGE JAR,2011-10-01,283.67,2011,10,397.26,389.00666666666666,-105.33666666666664,0
MEDIUM CERAMIC TOP STORAGE JAR,2011-11-01,708.11,2011,11,283.67,463.0133333333333,245.0966666666667,0
MEDIUM CERAMIC TOP STORAGE JAR,2011-12-01,203.51,2011,12,708.11,398.43,-194.92000000000002,1
MEMO BOARD COTTAGE DESIGN,2010-04-01,693.0,2010,4,1446.6,1069.8,-376.79999999999995,1
MEMO BOARD COTTAGE DESIGN,2010-05-01,1341.6,2010,5,693.0,1160.3999999999999,181.20000000000005,1
MEMO BOARD COTTAGE DESIGN,2010-06-01,924.75,2010,6,1341.6,986.4499999999999,-61.69999999999993,0
MEMO BOARD COTTAGE DESIGN,2010-07-01,577.2,2010,7,924.75,947.85,-370.65,0
MEMO BOARD COTTAGE DESIGN,2010-08-01,1291.95,2010,8,577.2,931.3000000000001,360.65,0
MEMO BOARD COTTAGE DESIGN,2010-09-01,847.5,2010,9,1291.95,905.5500000000001,-58.05000000000007,0
MEMO BOARD COTTAGE DESIGN,2010-10-01,1313.8,2010,10,847.5,1151.0833333333333,162.7166666666667,0
MEMO BOARD COTTAGE DESIGN,2010-11-01,1896.9,2010,11,1313.8,1352.7333333333333,544.1666666666667,0
MEMO BOARD COTTAGE DESIGN,2010-12-01,480.15,2010,12,1896.9,1230.2833333333333,-750.1333333333333,1
MEMO BOARD COTTAGE DESIGN,2011-01-01,1229.85,2011,1,480.15,1202.3,27.549999999999955,1
MEMO BOARD COTTAGE DESIGN,2011-02-01,568.35,2011,2,1229.85,759.4499999999999,-191.0999999999999,0
MEMO BOARD COTTAGE DESIGN,2011-03-01,777.3,2011,3,568.35,858.5,-81.20000000000005,0
MEMO BOARD COTTAGE DESIGN,2011-04-01,285.15,2011,4,777.3,543.6,-258.45000000000005,1
MEMO BOARD COTTAGE DESIGN,2011-05-01,665.4,2011,5,285.15,575.9499999999999,89.45000000000005,1
MEMO BOARD COTTAGE DESIGN,2011-06-01,336.6,2011,6,665.4,429.05,-92.44999999999999,0
MEMO BOARD COTTAGE DESIGN,2011-07-01,222.95,2011,7,336.6,408.31666666666666,-185.36666666666667,0
MEMO BOARD COTTAGE DESIGN,2011-08-01,183.15,2011,8,222.95,247.56666666666663,-64.41666666666663,0
MEMO BOARD COTTAGE DESIGN,2011-09-01,416.85,2011,9,183.15,274.31666666666666,142.53333333333336,0
MEMO BOARD COTTAGE DESIGN,2011-10-01,520.64,2011,10,416.85,373.5466666666666,147.09333333333336,0
MEMO BOARD COTTAGE DESIGN,2011-11-01,703.95,2011,11,520.64,547.1466666666666,156.8033333333334,0
MEMO BOARD COTTAGE DESIGN,2011-12-01,89.1,2011,12,703.95,437.8966666666667,-348.79666666666674,1
MEMO BOARD RETROSPOT  DESIGN,2010-04-01,1044.2,2010,4,956.4,1000.3,43.90000000000009,1
MEMO BOARD RETROSPOT  DESIGN,2010-05-01,759.7,2010,5,1044.2,920.1,-160.39999999999998,1
MEMO BOARD RETROSPOT  DESIGN,2010-06-01,465.3,2010,6,759.7,756.4000000000001,-291.1000000000001,0
MEMO BOARD RETROSPOT  DESIGN,2010-07-01,770.65,2010,7,465.3,665.2166666666667,105.43333333333328,0
MEMO BOARD RETROSPOT  DESIGN,2010-08-01,793.66,2010,8,770.65,676.5366666666667,117.12333333333322,0
MEMO BOARD RETROSPOT  DESIGN,2010-09-01,829.0,2010,9,793.66,797.77,31.230000000000018,0
MEMO BOARD RETROSPOT  DESIGN,2010-10-01,2187.5,2010,10,829.0,1270.0533333333333,917.4466666666667,0
MEMO BOARD RETROSPOT  DESIGN,2010-11-01,2866.01,2010,11,2187.5,1960.8366666666668,905.1733333333334,0
MEMO BOARD RETROSPOT  DESIGN,2010-12-01,1962.16,2010,12,2866.01,2338.556666666667,-376.39666666666676,1
MEMO BOARD RETROSPOT  DESIGN,2011-01-01,792.8,2011,1,1962.16,1873.6566666666668,-1080.8566666666668,1
MEMO BOARD RETROSPOT  DESIGN,2011-02-01,1474.53,2011,2,792.8,1409.83,64.70000000000005,0
MEMO BOARD RETROSPOT  DESIGN,2011-03-01,1545.3,2011,3,1474.53,1270.8766666666668,274.4233333333332,0
MEMO BOARD RETROSPOT  DESIGN,2011-04-01,763.97,2011,4,1545.3,1261.2666666666667,-497.2966666666666,1
MEMO BOARD RETROSPOT  DESIGN,2011-05-01,306.9,2011,5,763.97,872.0566666666667,-565.1566666666668,1
MEMO BOARD RETROSPOT  DESIGN,2011-06-01,1239.72,2011,6,306.9,770.1966666666667,469.5233333333333,0
MEMO BOARD RETROSPOT  DESIGN,2011-07-01,629.39,2011,7,1239.72,725.3366666666666,-95.9466666666666,0
MEMO BOARD RETROSPOT  DESIGN,2011-08-01,518.45,2011,8,629.39,795.8533333333335,-277.4033333333334,0
MEMO BOARD RETROSPOT  DESIGN,2011-09-01,2661.15,2011,9,518.45,1269.6633333333334,1391.4866666666667,0
MEMO BOARD RETROSPOT  DESIGN,2011-10-01,488.75,2011,10,2661.15,1222.7833333333335,-734.0333333333335,0
MEMO BOARD RETROSPOT  DESIGN,2011-11-01,746.63,2011,11,488.75,1298.8433333333335,-552.2133333333335,0
MEMO BOARD RETROSPOT  DESIGN,2011-12-01,183.15,2011,12,746.63,472.8433333333334,-289.6933333333334,1
METAL 4 HOOK HANGER FRENCH CHATEAU,2010-01-01,1200.05,2010,1,318.6,759.325,440.7249999999999,1
METAL 4 HOOK HANGER FRENCH CHATEAU,2010-02-01,749.25,2010,2,1200.05,755.9666666666667,-6.716666666666697,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2010-03-01,8.85,2010,3,749.25,652.7166666666666,-643.8666666666666,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2010-06-01,115.05,2010,6,8.85,291.05,-176.0,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2010-07-01,710.95,2010,7,115.05,278.28333333333336,432.6666666666667,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2010-08-01,992.15,2010,8,710.95,606.0500000000001,386.0999999999999,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2010-09-01,581.15,2010,9,992.15,761.4166666666666,-180.26666666666665,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2010-10-01,724.7,2010,10,581.15,766.0,-41.299999999999955,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2010-11-01,1186.85,2010,11,724.7,830.9,355.94999999999993,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2010-12-01,749.3,2010,12,1186.85,886.9499999999999,-137.64999999999998,1
METAL 4 HOOK HANGER FRENCH CHATEAU,2011-01-01,504.45,2011,1,749.3,813.5333333333333,-309.0833333333333,1
METAL 4 HOOK HANGER FRENCH CHATEAU,2011-02-01,573.25,2011,2,504.45,609.0,-35.75,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2011-03-01,822.0,2011,3,573.25,633.2333333333333,188.76666666666665,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2011-05-01,417.9,2011,5,822.0,604.3833333333333,-186.48333333333335,1
METAL 4 HOOK HANGER FRENCH CHATEAU,2011-06-01,533.95,2011,6,417.9,591.2833333333334,-57.33333333333337,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2011-07-01,323.5,2011,7,533.95,425.1166666666666,-101.61666666666662,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2011-08-01,718.75,2011,8,323.5,525.4,193.35000000000002,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2011-09-01,477.97,2011,9,718.75,506.74,-28.769999999999982,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2011-10-01,446.7,2011,10,477.97,547.8066666666667,-101.10666666666674,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2011-11-01,838.97,2011,11,446.7,587.88,251.09000000000003,0
METAL 4 HOOK HANGER FRENCH CHATEAU,2011-12-01,164.5,2011,12,838.97,483.39000000000004,-318.89000000000004,1
METAL MERRY CHRISTMAS WREATH,2010-08-01,354.9,2010,8,56.55,205.725,149.17499999999998,0
METAL MERRY CHRISTMAS WREATH,2010-09-01,969.45,2010,9,354.9,460.3,509.15000000000003,0
METAL MERRY CHRISTMAS WREATH,2010-10-01,1421.7,2010,10,969.45,915.35,506.35,0
METAL MERRY CHRISTMAS WREATH,2010-11-01,1419.6,2010,11,1421.7,1270.25,149.3499999999999,0
METAL MERRY CHRISTMAS WREATH,2010-12-01,224.25,2010,12,1419.6,1021.85,-797.6,1
METAL MERRY CHRISTMAS WREATH,2011-07-01,138.45,2011,7,224.25,594.1,-455.65000000000003,0
METAL MERRY CHRISTMAS WREATH,2011-08-01,27.3,2011,8,138.45,130.0,-102.7,0
METAL MERRY CHRISTMAS WREATH,2011-09-01,222.3,2011,9,27.3,129.35,92.95000000000002,0
METAL MERRY CHRISTMAS WREATH,2011-10-01,378.45,2011,10,222.3,209.35,169.1,0
METAL MERRY CHRISTMAS WREATH,2011-11-01,264.9,2011,11,378.45,288.55,-23.650000000000034,0
METAL MERRY CHRISTMAS WREATH,2011-12-01,1.95,2011,12,264.9,215.1,-213.15,1
METAL SIGN EMPIRE TEA,2010-01-01,138.65,2010,1,333.35,236.0,-97.35,1
METAL SIGN EMPIRE TEA,2010-02-01,174.05,2010,2,138.65,215.35,-41.29999999999998,0
METAL SIGN EMPIRE TEA,2010-03-01,671.02,2010,3,174.05,327.9066666666667,343.1133333333333,0
METAL SIGN EMPIRE TEA,2010-04-01,769.0,2010,4,671.02,538.0233333333333,230.9766666666667,1
METAL SIGN EMPIRE TEA,2010-05-01,141.6,2010,5,769.0,527.2066666666666,-385.60666666666657,1
METAL SIGN EMPIRE TEA,2010-06-01,218.3,2010,6,141.6,376.3,-158.0,0
METAL SIGN EMPIRE TEA,2010-07-01,135.7,2010,7,218.3,165.2,-29.5,0
METAL SIGN EMPIRE TEA,2010-08-01,50.15,2010,8,135.7,134.71666666666667,-84.56666666666666,0
METAL SIGN EMPIRE TEA,2010-09-01,106.2,2010,9,50.15,97.35000000000001,8.849999999999994,0
METAL SIGN EMPIRE TEA,2010-10-01,88.5,2010,10,106.2,81.61666666666666,6.88333333333334,0
METAL SIGN EMPIRE TEA,2010-11-01,115.05,2010,11,88.5,103.25,11.799999999999997,0
METAL SIGN EMPIRE TEA,2010-12-01,126.85,2010,12,115.05,110.13333333333333,16.71666666666667,1
METAL SIGN EMPIRE TEA,2011-01-01,64.9,2011,1,126.85,102.26666666666665,-37.366666666666646,1
METAL SIGN EMPIRE TEA,2011-02-01,82.6,2011,2,64.9,91.45,-8.850000000000009,0
METAL SIGN EMPIRE TEA,2011-03-01,250.75,2011,3,82.6,132.75,118.0,0
METAL SIGN EMPIRE TEA,2011-04-01,113.2,2011,4,250.75,148.85,-35.64999999999999,1
METAL SIGN EMPIRE TEA,2011-05-01,35.4,2011,5,113.2,133.11666666666665,-97.71666666666664,1
METAL SIGN EMPIRE TEA,2011-06-01,56.05,2011,6,35.4,68.21666666666665,-12.166666666666657,0
METAL SIGN EMPIRE TEA,2011-07-01,257.86,2011,7,56.05,116.43666666666667,141.42333333333335,0
METAL SIGN EMPIRE TEA,2011-08-01,154.84,2011,8,257.86,156.25,-1.4099999999999966,0
METAL SIGN EMPIRE TEA,2011-09-01,172.22,2011,9,154.84,194.97333333333336,-22.75333333333336,0
METAL SIGN EMPIRE TEA,2011-10-01,211.72,2011,10,172.22,179.59333333333333,32.126666666666665,0
METAL SIGN EMPIRE TEA,2011-11-01,165.63,2011,11,211.72,183.18999999999997,-17.559999999999974,0
METAL SIGN EMPIRE TEA,2011-12-01,56.09,2011,12,165.63,144.48000000000002,-88.39000000000001,1
